id,asset_name,asset_type,distribution_asset,timestamp,survival_probability
242642,l(r:p49udm22122-p49udt7658lv),distribution_overhead_lines,0ce42108-7532-44de-8052-225b9e9ebf30,1961-09-12T05:00:00,0.9999613210760047
242643,l(r:p49udm22122-p49udt7658lv),distribution_overhead_lines,0ce42108-7532-44de-8052-225b9e9ebf30,1961-09-12T06:00:00,0.15883298798680945
242644,l(r:p49udm22122-p49udt7658lv),distribution_overhead_lines,0ce42108-7532-44de-8052-225b9e9ebf30,1961-09-12T07:00:00,0.9999354310252717
242645,l(r:p49udm22122-p49udt7658lv),distribution_overhead_lines,0ce42108-7532-44de-8052-225b9e9ebf30,1961-09-12T08:00:00,0.719316485277292
242694,l(r:p49udt7659lv-p49ulv18928),distribution_overhead_lines,c0c8e0ce-f217-4dc2-bef4-d7498beb1f74,1961-09-12T05:00:00,0.9999897867699034
242695,l(r:p49udt7659lv-p49ulv18928),distribution_overhead_lines,c0c8e0ce-f217-4dc2-bef4-d7498beb1f74,1961-09-12T06:00:00,0.17290286215810946
242696,l(r:p49udt7659lv-p49ulv18928),distribution_overhead_lines,c0c8e0ce-f217-4dc2-bef4-d7498beb1f74,1961-09-12T07:00:00,0.998647528102004
242697,l(r:p49udt7659lv-p49ulv18928),distribution_overhead_lines,c0c8e0ce-f217-4dc2-bef4-d7498beb1f74,1961-09-12T08:00:00,0.7075334040970327
242746,l(r:p49udt7659lv-p49ulv22425),distribution_overhead_lines,4c2ddf1a-2bb2-42e6-9f99-ed46f2b018fa,1961-09-12T05:00:00,0.9999899209666097
242747,l(r:p49udt7659lv-p49ulv22425),distribution_overhead_lines,4c2ddf1a-2bb2-42e6-9f99-ed46f2b018fa,1961-09-12T06:00:00,0.17313054797923577
242748,l(r:p49udt7659lv-p49ulv22425),distribution_overhead_lines,4c2ddf1a-2bb2-42e6-9f99-ed46f2b018fa,1961-09-12T07:00:00,0.9984988415659575
242749,l(r:p49udt7659lv-p49ulv22425),distribution_overhead_lines,4c2ddf1a-2bb2-42e6-9f99-ed46f2b018fa,1961-09-12T08:00:00,0.7081658220495245
242798,l(r:p49udm22127-p49ulv67458),distribution_overhead_lines,61d7b78f-4bd7-4804-95c1-d9cefd6f11e9,1961-09-12T05:00:00,0.9999900069833717
242799,l(r:p49udm22127-p49ulv67458),distribution_overhead_lines,61d7b78f-4bd7-4804-95c1-d9cefd6f11e9,1961-09-12T06:00:00,0.1731320437020908
242800,l(r:p49udm22127-p49ulv67458),distribution_overhead_lines,61d7b78f-4bd7-4804-95c1-d9cefd6f11e9,1961-09-12T07:00:00,0.9985864206901113
